Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",samuel,0,0.5,incorrect,henri,0,0.55,incorrect,madame,1,1.0,correct,ami,0,0.5,incorrect,henri,0,0.55,incorrect,hennessy,0,0.29,incorrect,henri,0,0.55,incorrect,david,0,0.4,incorrect,sherlock,0,0.43,incorrect,mother,0,0.33,incorrect,gertrude,0,0.4,incorrect,elizabeth,0,0.38,incorrect,henri,0,0.55,incorrect,ami,0,0.5,incorrect,hennessy,0,0.29,incorrect,david,0,0.4,incorrect,mother,0,0.33,incorrect,elizabeth,0,0.38,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",esther,0,0.5,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,yoruba,0,0.5,incorrect,job,0,0.22,incorrect,jesus,0,0.18,incorrect,lot,0,0.22,incorrect,samuel,0,0.5,incorrect,sherlock,0,0.43,incorrect,bond,0,0.22,incorrect,job,0,0.22,incorrect,david,0,0.4,incorrect,joseph,0,0.33,incorrect,yoruba,0,0.5,incorrect,jesus,0,0.18,incorrect,samuel,0,0.5,incorrect,bond,0,0.22,incorrect,david,0,0.4,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",david,0,0.4,incorrect,joseph,0,0.33,incorrect,jesus,0,0.18,incorrect,israel,0,0.5,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,joseph,0,0.33,incorrect,terapu,0,0.5,incorrect,wuthering,0,0.38,incorrect,anna,0,0.44,incorrect,david,0,0.4,incorrect,salomona,0,0.43,incorrect,joseph,0,0.33,incorrect,israel,0,0.5,incorrect,jesus,0,0.18,incorrect,terapu,0,0.5,incorrect,anna,0,0.44,incorrect,salomona,0,0.43,incorrect
"['carlos', 'charles']",joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,mma,0,0.22,incorrect,god,0,0.22,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,god,0,0.22,incorrect,chanda,0,0.46,incorrect,andriamihaja,0,0.22,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,joseph,0,0.33,incorrect,chanda,0,0.46,incorrect,joseph,0,0.33,incorrect
"['lucía', 'luci', 'lucie']",christmas,0,0.43,incorrect,10,0,0.0,incorrect,job,0,0.0,incorrect,consolation,0,0.27,incorrect,ke,0,0.29,incorrect,ke,0,0.29,incorrect,jesus,0,0.22,incorrect,joseph,0,0.18,incorrect,hamlet,0,0.36,incorrect,moon,0,0.0,incorrect,david,0,0.22,incorrect,rakoto,0,0.18,incorrect,10,0,0.0,incorrect,consolation,0,0.27,incorrect,ke,0,0.29,incorrect,joseph,0,0.18,incorrect,moon,0,0.0,incorrect,rakoto,0,0.18,incorrect
"['lucía', 'luci', 'lucie']",phantom,0,0.17,incorrect,phantom,0,0.17,incorrect,abraham,0,0.17,incorrect,joseph,0,0.18,incorrect,god,0,0.0,incorrect,ke,0,0.29,incorrect,god,0,0.0,incorrect,joseph,0,0.18,incorrect,heathcliff,0,0.29,incorrect,hamlet,0,0.36,incorrect,david,0,0.22,incorrect,afaka,0,0.2,incorrect,phantom,0,0.17,incorrect,joseph,0,0.18,incorrect,ke,0,0.29,incorrect,joseph,0,0.18,incorrect,hamlet,0,0.36,incorrect,afaka,0,0.2,incorrect
"['lucía', 'lucie']",joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,job,0,0.0,incorrect,joseph,0,0.18,incorrect,jesus,0,0.2,incorrect,mary,0,0.22,incorrect,joseph,0,0.18,incorrect,samuel,0,0.36,incorrect,robinson,0,0.15,incorrect,joseph,0,0.18,incorrect,alina,0,0.6,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,mary,0,0.22,incorrect,samuel,0,0.36,incorrect,joseph,0,0.18,incorrect,david,0,0.2,incorrect
"['mr lorry', 'señor', 'lorr', 'señor lorry', 'mr', 'lorry']",seine,0,0.6,incorrect,seine,0,0.6,incorrect,paris,0,0.29,incorrect,garret,0,0.4,incorrect,monet,0,0.31,incorrect,london,0,0.4,incorrect,victor hugo,0,0.36,incorrect,paris,0,0.29,incorrect,peridot,0,0.33,incorrect,paris,0,0.29,incorrect,paosin',0,0.33,incorrect,paris,0,0.29,incorrect,seine,0,0.6,incorrect,garret,0,0.4,incorrect,london,0,0.4,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect
"['mr', 'mr lorry', 'lorry']",jarndyce,0,0.31,incorrect,jarndyce,0,0.31,incorrect,mr. jarvis lorry,0,0.67,incorrect,tellson,0,0.33,incorrect,jehofa,0,0.18,incorrect,jesus,0,0.0,incorrect,fagota,0,0.18,incorrect,blazes,0,0.18,incorrect,dr. watson,0,0.33,incorrect,smith,0,0.29,incorrect,tellson,0,0.33,incorrect,ary,0,0.5,incorrect,jarndyce,0,0.31,incorrect,tellson,0,0.33,incorrect,jesus,0,0.0,incorrect,blazes,0,0.18,incorrect,smith,0,0.29,incorrect,ary,0,0.5,incorrect
"['mr', 'mr lorry', 'lorry']",joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,doctor,0,0.36,incorrect,doctor,0,0.36,incorrect,job,0,0.25,incorrect,job,0,0.25,incorrect,joseph,0,0.18,incorrect,ua,0,0.0,incorrect,doctor,0,0.36,incorrect,doctor,0,0.36,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,joseph,0,0.18,incorrect,doctor,0,0.36,incorrect,job,0,0.25,incorrect,ua,0,0.0,incorrect,doctor,0,0.36,incorrect,david,0,0.0,incorrect
"['mr', 'mr lorry', 'lorry']",walter,0,0.36,incorrect,empa,0,0.33,incorrect,job,0,0.25,incorrect,sugbon,0,0.18,incorrect,monna,0,0.31,incorrect,mokopong,0,0.25,incorrect,god,0,0.25,incorrect,no,0,0.29,incorrect,scrooge,0,0.27,incorrect,macbeth,0,0.22,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,empa,0,0.33,incorrect,sugbon,0,0.18,incorrect,mokopong,0,0.25,incorrect,no,0,0.29,incorrect,macbeth,0,0.22,incorrect,david,0,0.0,incorrect
"['mr', 'mr lorry', 'lorry']",macbeth,0,0.22,incorrect,midnight,0,0.2,incorrect,job,0,0.25,incorrect,job,0,0.25,incorrect,christmas,0,0.18,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,hamlet,0,0.29,incorrect,parasuram,0,0.29,incorrect,maria,0,0.57,incorrect,maria,0,0.57,incorrect,midnight,0,0.2,incorrect,job,0,0.25,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,parasuram,0,0.29,incorrect,maria,0,0.57,incorrect
"['mr lorry', 'señor', 'señor lorry', 'mr', 'lorry']",job,0,0.25,incorrect,joseph,0,0.36,incorrect,job,0,0.25,incorrect,joseph,0,0.36,incorrect,david,0,0.0,incorrect,joseph,0,0.36,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,he,0,0.29,incorrect,rashomon,0,0.32,incorrect,ary,0,0.5,incorrect,na,0,0.29,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,david,0,0.0,incorrect,rashomon,0,0.32,incorrect,na,0,0.29,incorrect
"['manette', 'mane']",job,0,0.0,incorrect,mohlomong,0,0.31,incorrect,olufe,0,0.22,incorrect,moses,0,0.44,incorrect,job,0,0.0,incorrect,moses,0,0.44,incorrect,god,0,0.0,incorrect,maere,0,0.67,incorrect,dear,0,0.25,incorrect,curiosity,0,0.12,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect,mohlomong,0,0.31,incorrect,moses,0,0.44,incorrect,moses,0,0.44,incorrect,maere,0,0.67,incorrect,curiosity,0,0.12,incorrect,david,0,0.22,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",god,0,0.22,incorrect,camora,0,0.4,incorrect,yoruba,0,0.33,incorrect,mo,0,0.33,incorrect,molefi,0,0.4,incorrect,god,0,0.22,incorrect,joseph,0,0.2,incorrect,david,0,0.22,incorrect,dr. gregory house,0,0.32,incorrect,doctor,0,0.83,correct,andriamandisoarivo,0,0.31,incorrect,god,0,0.22,incorrect,camora,0,0.4,incorrect,mo,0,0.33,incorrect,god,0,0.22,incorrect,david,0,0.22,incorrect,doctor,0,0.83,correct,god,0,0.22,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",desmond,0,0.33,incorrect,madam,0,0.43,incorrect,oluwa,0,0.2,incorrect,london,0,0.36,incorrect,mma,0,0.4,incorrect,mary,0,0.67,incorrect,israel,0,0.36,incorrect,jesus,0,0.0,incorrect,style,0,0.18,incorrect,forgetting,0,0.27,incorrect,jesus,0,0.0,incorrect,sam,0,0.4,incorrect,madam,0,0.43,incorrect,london,0,0.36,incorrect,mary,0,0.67,incorrect,jesus,0,0.0,incorrect,forgetting,0,0.27,incorrect,sam,0,0.4,incorrect
['darnay'],david,0,0.36,incorrect,god,0,0.22,incorrect,job,0,0.0,incorrect,yoruba,0,0.33,incorrect,paradise,0,0.43,incorrect,eden,0,0.4,incorrect,maori,0,0.36,incorrect,david,0,0.36,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,david,0,0.36,incorrect,ambarako,0,0.43,incorrect,god,0,0.22,incorrect,yoruba,0,0.33,incorrect,eden,0,0.4,incorrect,david,0,0.36,incorrect,god,0,0.22,incorrect,ambarako,0,0.43,incorrect
"['lucía', 'luci', 'lucie']",shakespeare,0,0.12,incorrect,joale,0,0.4,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,job,0,0.0,incorrect,adam,0,0.22,incorrect,joseph,0,0.18,incorrect,ua,0,0.57,incorrect,david,0,0.22,incorrect,ram,0,0.25,incorrect,andriamanitra,0,0.22,incorrect,david,0,0.22,incorrect,joale,0,0.4,incorrect,joseph,0,0.18,incorrect,adam,0,0.22,incorrect,ua,0,0.57,incorrect,ram,0,0.25,incorrect,david,0,0.22,incorrect
"['lucía', 'lucie']",david,0,0.2,incorrect,moses,0,0.2,incorrect,abraham,0,0.17,incorrect,heaven,0,0.18,incorrect,noah,0,0.22,incorrect,oliver,0,0.55,incorrect,samuel,0,0.36,incorrect,samoa,0,0.2,incorrect,david,0,0.2,incorrect,paradise,0,0.31,incorrect,jerusalem,0,0.29,incorrect,noah,0,0.22,incorrect,moses,0,0.2,incorrect,heaven,0,0.18,incorrect,oliver,0,0.55,incorrect,samoa,0,0.2,incorrect,paradise,0,0.31,incorrect,noah,0,0.22,incorrect
"['darna', 'darnay']",job,0,0.0,incorrect,god,0,0.25,incorrect,marley,0,0.5,incorrect,marley,0,0.5,incorrect,mma,0,0.25,incorrect,moses,0,0.0,incorrect,mr. pickwick,0,0.12,incorrect,blazes,0,0.18,incorrect,telegraph,0,0.29,incorrect,tea,0,0.25,incorrect,fagot,0,0.2,incorrect,london,0,0.36,incorrect,god,0,0.25,incorrect,marley,0,0.5,incorrect,moses,0,0.0,incorrect,blazes,0,0.18,incorrect,tea,0,0.25,incorrect,london,0,0.36,incorrect
"['lucía', 'luci', 'lucie']",board,0,0.2,incorrect,naomi,0,0.22,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.22,incorrect,david,0,0.22,incorrect,board,0,0.2,incorrect,god,0,0.0,incorrect,teaboard,0,0.15,incorrect,ary,0,0.25,incorrect,naomi,0,0.22,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,david,0,0.22,incorrect,god,0,0.0,incorrect,ary,0,0.25,incorrect
['defarge'],jesus,0,0.17,incorrect,joseph,0,0.15,incorrect,poseidon,0,0.13,incorrect,grey,0,0.36,incorrect,david,0,0.33,incorrect,bagolegwa,0,0.38,incorrect,david,0,0.33,incorrect,te i,0,0.18,incorrect,john,0,0.0,incorrect,marie antoinette,0,0.26,incorrect,adam,0,0.36,incorrect,gadra,0,0.33,incorrect,joseph,0,0.15,incorrect,grey,0,0.36,incorrect,bagolegwa,0,0.38,incorrect,te i,0,0.18,incorrect,marie antoinette,0,0.26,incorrect,gadra,0,0.33,incorrect
"['lucía', 'lucía darnay', 'darnay', 'lucie darnay', 'lucie']",robespierre,0,0.26,incorrect,joale,0,0.4,incorrect,robespierre,0,0.26,incorrect,antoine,0,0.33,incorrect,leviticus,0,0.29,incorrect,david,0,0.36,incorrect,robespierre,0,0.26,incorrect,madame defarge,0,0.38,incorrect,defarge,0,0.46,incorrect,pericles,0,0.31,incorrect,robespierre,0,0.26,incorrect,robespierre,0,0.26,incorrect,joale,0,0.4,incorrect,antoine,0,0.33,incorrect,david,0,0.36,incorrect,madame defarge,0,0.38,incorrect,pericles,0,0.31,incorrect,robespierre,0,0.26,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",shakespeare,0,0.48,incorrect,wuthering,0,0.38,incorrect,disney,0,0.33,incorrect,lesotho,0,0.31,incorrect,jesus,0,0.18,incorrect,israel,0,0.5,incorrect,david,0,0.4,incorrect,joseph,0,0.33,incorrect,madam c.j. walker,0,0.53,incorrect,leonardo,0,0.43,incorrect,paris,0,0.33,incorrect,abraham,0,0.5,incorrect,wuthering,0,0.38,incorrect,lesotho,0,0.31,incorrect,israel,0,0.5,incorrect,joseph,0,0.33,incorrect,leonardo,0,0.43,incorrect,abraham,0,0.5,incorrect
"['gabelle', 'mösyö', 'mösyö gabelle']",robinson,0,0.46,incorrect,don quixote,0,0.25,incorrect,madame,0,0.32,incorrect,iranlowo,0,0.31,incorrect,monet,0,0.4,incorrect,help,0,0.36,incorrect,robespierre,0,0.33,incorrect,madame,0,0.32,incorrect,gallop,0,0.62,incorrect,john,0,0.22,incorrect,monet,0,0.4,incorrect,paris,0,0.2,incorrect,don quixote,0,0.25,incorrect,iranlowo,0,0.31,incorrect,help,0,0.36,incorrect,madame,0,0.32,incorrect,john,0,0.22,incorrect,paris,0,0.2,incorrect
"['señor', 'mösyö gabelle', 'monsieur gabelle', 'monsieur', 'señor gabelle', 'mösyö', 'gabelle']",washington,0,0.4,incorrect,david,0,0.17,incorrect,persephone,0,0.4,incorrect,esther,0,0.55,incorrect,david,0,0.17,incorrect,joseph,0,0.43,incorrect,samoa,0,0.4,incorrect,te auahi,0,0.29,incorrect,glass,0,0.33,incorrect,john,0,0.33,incorrect,islam,0,0.22,incorrect,ary,0,0.25,incorrect,david,0,0.17,incorrect,esther,0,0.55,incorrect,joseph,0,0.43,incorrect,te auahi,0,0.29,incorrect,john,0,0.33,incorrect,ary,0,0.25,incorrect
"['lucía', 'lucie']",noah,0,0.22,incorrect,earth,0,0.2,incorrect,jesus,0,0.2,incorrect,joseph,0,0.18,incorrect,noah,0,0.22,incorrect,jesus,0,0.2,incorrect,friday,0,0.36,incorrect,maui,0,0.44,incorrect,goldilocks,0,0.27,incorrect,leviathan,0,0.43,incorrect,christopher columbus,0,0.24,incorrect,atlantis,0,0.31,incorrect,earth,0,0.2,incorrect,joseph,0,0.18,incorrect,jesus,0,0.2,incorrect,maui,0,0.44,incorrect,leviathan,0,0.43,incorrect,atlantis,0,0.31,incorrect
"['mr', 'mr lorry', 'lorry']",david,0,0.0,incorrect,naomi,0,0.29,incorrect,victor hugo,0,0.32,incorrect,france,0,0.25,incorrect,mofora,0,0.5,incorrect,mofora,0,0.5,incorrect,france,0,0.25,incorrect,france,0,0.25,incorrect,dr. dolittle,0,0.3,incorrect,doctor,0,0.36,incorrect,henry,0,0.4,incorrect,henry,0,0.4,incorrect,naomi,0,0.29,incorrect,france,0,0.25,incorrect,mofora,0,0.5,incorrect,france,0,0.25,incorrect,doctor,0,0.36,incorrect,henry,0,0.4,incorrect
"['mr', 'mr lorry', 'lorry']",david,0,0.0,incorrect,joseph,0,0.18,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,moses,0,0.31,incorrect,joseph,0,0.18,incorrect,jesus,0,0.0,incorrect,samoa,0,0.31,incorrect,nhi,0,0.0,incorrect,walter,0,0.36,incorrect,antenimiera,0,0.31,incorrect,antenimiera,0,0.31,incorrect,joseph,0,0.18,incorrect,god,0,0.25,incorrect,joseph,0,0.18,incorrect,samoa,0,0.31,incorrect,walter,0,0.36,incorrect,antenimiera,0,0.31,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",scrooge,0,0.22,incorrect,empa,0,0.33,incorrect,scrooge,0,0.22,incorrect,scrooge,0,0.22,incorrect,diabolo,0,0.33,incorrect,diabolo,0,0.33,incorrect,jesus,0,0.0,incorrect,tei,0,0.0,incorrect,jesus,0,0.0,incorrect,coronavirus,0,0.38,incorrect,lucas,0,0.2,incorrect,scoundrel,0,0.29,incorrect,empa,0,0.33,incorrect,scrooge,0,0.22,incorrect,diabolo,0,0.33,incorrect,tei,0,0.0,incorrect,coronavirus,0,0.38,incorrect,scoundrel,0,0.29,incorrect
['darnay'],moses,0,0.0,incorrect,mohlanka,0,0.43,incorrect,titus,0,0.0,incorrect,caesar,0,0.33,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,herod,0,0.18,incorrect,herodotus,0,0.13,incorrect,raskol,0,0.33,incorrect,job,0,0.0,incorrect,jerusalem,0,0.27,incorrect,samuel,0,0.17,incorrect,mohlanka,0,0.43,incorrect,caesar,0,0.33,incorrect,jesus,0,0.0,incorrect,herodotus,0,0.13,incorrect,job,0,0.0,incorrect,samuel,0,0.17,incorrect
"['lucía', 'lucie']",edgar allan poe,0,0.2,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,ua,0,0.57,incorrect,esther,0,0.18,incorrect,hamlet,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,job,0,0.0,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,ua,0,0.57,incorrect,hamlet,0,0.36,incorrect,jesus,0,0.2,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",france,0,0.33,incorrect,france,0,0.33,incorrect,france,0,0.33,incorrect,london,0,0.42,incorrect,napoleon,0,0.43,incorrect,france,0,0.33,incorrect,france,0,0.33,incorrect,peretane,0,0.36,incorrect,charles,1,1.0,correct,paris,0,0.55,incorrect,london,0,0.42,incorrect,london,0,0.42,incorrect,france,0,0.33,incorrect,london,0,0.42,incorrect,france,0,0.33,incorrect,peretane,0,0.36,incorrect,paris,0,0.55,incorrect,london,0,0.42,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",abraham,0,0.46,incorrect,joseph,0,0.33,incorrect,napoleon,0,0.43,incorrect,france,0,0.33,incorrect,jesus,0,0.33,incorrect,moses,0,0.36,incorrect,france,0,0.33,incorrect,ma,0,0.25,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect,joseph,0,0.33,incorrect,france,0,0.33,incorrect,moses,0,0.36,incorrect,ma,0,0.25,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",washington,0,0.26,incorrect,washington,0,0.26,incorrect,france,0,0.33,incorrect,charlotte,0,0.75,correct,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,ua,0,0.25,incorrect,marie,0,0.5,incorrect,marie,0,0.5,incorrect,ekroress,0,0.43,incorrect,ary,0,0.67,incorrect,washington,0,0.26,incorrect,charlotte,0,0.75,correct,joseph,0,0.33,incorrect,ua,0,0.25,incorrect,marie,0,0.5,incorrect,ary,0,0.67,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",shakespeare,0,0.48,incorrect,jack,0,0.2,incorrect,hamlet,0,0.62,incorrect,abraham,0,0.46,incorrect,god,0,0.25,incorrect,go,0,0.25,incorrect,david,0,0.36,incorrect,maui,0,0.2,incorrect,shakespeare,0,0.48,incorrect,yug,0,0.22,incorrect,david,0,0.36,incorrect,adam,0,0.4,incorrect,jack,0,0.2,incorrect,abraham,0,0.46,incorrect,go,0,0.25,incorrect,maui,0,0.2,incorrect,yug,0,0.22,incorrect,adam,0,0.4,incorrect
"['dios—dijo', 'mr lorry', 'mr', 'dios—dijo lorry', 'lorry']",job,0,0.31,incorrect,abraham,0,0.22,incorrect,job,0,0.31,incorrect,god,0,0.31,incorrect,modimo,0,0.5,incorrect,god,0,0.31,incorrect,god,0,0.31,incorrect,jesus,0,0.13,incorrect,jesus,0,0.13,incorrect,jesus,0,0.13,incorrect,samuel,0,0.29,incorrect,rama,0,0.33,incorrect,abraham,0,0.22,incorrect,god,0,0.31,incorrect,god,0,0.31,incorrect,jesus,0,0.13,incorrect,jesus,0,0.13,incorrect,rama,0,0.33,incorrect
"['lucía', 'lucie']",esther,0,0.18,incorrect,joseph,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,lot,0,0.25,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,lucy,0,0.67,incorrect,jerusalem,0,0.29,incorrect,joseph,0,0.18,incorrect,god,0,0.0,incorrect,joseph,0,0.18,incorrect,lot,0,0.25,incorrect,job,0,0.0,incorrect,jerusalem,0,0.29,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",job,0,0.22,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,olu,0,0.22,incorrect,david,0,0.4,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,medea,0,0.6,incorrect,mother,0,0.33,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,olu,0,0.22,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,mother,0,0.33,incorrect,joseph,0,0.33,incorrect
"['lucía', 'lucie']",joan,0,0.22,incorrect,god,0,0.0,incorrect,abraham,0,0.17,incorrect,esther,0,0.18,incorrect,ausi,0,0.44,incorrect,god,0,0.0,incorrect,sarah,0,0.2,incorrect,mother,0,0.18,incorrect,esther,0,0.18,incorrect,joseph,0,0.18,incorrect,david,0,0.2,incorrect,amin'ny,0,0.17,incorrect,god,0,0.0,incorrect,esther,0,0.18,incorrect,god,0,0.0,incorrect,mother,0,0.18,incorrect,joseph,0,0.18,incorrect,amin'ny,0,0.17,incorrect
"['lucía', 'lucie']",madame bovary,0,0.11,incorrect,winnie,0,0.36,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,joseph,0,0.18,incorrect,mma,0,0.25,incorrect,david,0,0.2,incorrect,noah,0,0.22,incorrect,scrooge,0,0.33,incorrect,pyotr,0,0.0,incorrect,perseus,0,0.17,incorrect,paris,0,0.2,incorrect,winnie,0,0.36,incorrect,job,0,0.0,incorrect,mma,0,0.25,incorrect,noah,0,0.22,incorrect,pyotr,0,0.0,incorrect,paris,0,0.2,incorrect
"['lucía', 'lucie']",sam,0,0.25,incorrect,elizabeth,0,0.43,incorrect,carmagnole,0,0.27,incorrect,beethoven,0,0.14,incorrect,wood-sawyer,0,0.12,incorrect,french,0,0.18,incorrect,napoleon,0,0.31,incorrect,napoleon,0,0.31,incorrect,jack,0,0.22,incorrect,caroline,0,0.46,incorrect,napoleon,0,0.31,incorrect,carmagnole,0,0.27,incorrect,elizabeth,0,0.43,incorrect,beethoven,0,0.14,incorrect,french,0,0.18,incorrect,napoleon,0,0.31,incorrect,caroline,0,0.46,incorrect,carmagnole,0,0.27,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",morena,0,0.5,incorrect,morena,0,0.5,incorrect,doctor,0,0.33,incorrect,joseph,0,0.33,incorrect,mma,0,0.5,incorrect,mma,0,0.5,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,dr. zhivago,0,0.33,incorrect,doctor,0,0.33,incorrect,madagascar,0,0.53,incorrect,ing,0,0.24,incorrect,morena,0,0.5,incorrect,joseph,0,0.33,incorrect,mma,0,0.5,incorrect,jesus,0,0.18,incorrect,doctor,0,0.33,incorrect,ing,0,0.24,incorrect
"['carlos', 'charles']",david,0,0.18,incorrect,joseph,0,0.33,incorrect,god,0,0.22,incorrect,joseph,0,0.33,incorrect,israel,0,0.33,incorrect,god,0,0.22,incorrect,jesus,0,0.33,incorrect,joseph,0,0.33,incorrect,jesus,0,0.33,incorrect,romeo,0,0.36,incorrect,merina,0,0.17,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,god,0,0.22,incorrect,joseph,0,0.33,incorrect,romeo,0,0.36,incorrect,joseph,0,0.33,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",david,0,0.36,incorrect,jesus,0,0.33,incorrect,robespierre,0,0.35,incorrect,robespierre,0,0.35,incorrect,jesus,0,0.33,incorrect,joseph,0,0.33,incorrect,victoria,0,0.38,incorrect,joseph,0,0.33,incorrect,colonel,0,0.46,incorrect,shylock,0,0.31,incorrect,robespierre,0,0.35,incorrect,napoleon,0,0.43,incorrect,jesus,0,0.33,incorrect,robespierre,0,0.35,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,shylock,0,0.31,incorrect,napoleon,0,0.43,incorrect
