Single_ent,en_masked,en_masked_shuffled
['lucca'],"“[MASK],” he says, and that single word punctures my lungs, making it hard to drag in a breath. My hand on the steering wheel grips tight, and it’s the only thing that stops this car from flying off the road and landing in the ditch.","flying lungs, and from he my road it’s and “[MASK],” hard this it landing and grips punctures single ditch. stops that car says, drag that in the in only to the making thing the off tight, wheel the hand word breath. on My a steering"
['james'],"Before my brain can come up with any words, he says, “That girl with [MASK].” His eyes are still closed so he doesn’t witness my silent hysteria. “She said something weird after you went to the bathroom.”","witness closed with doesn’t [MASK].” silent up the eyes he can so my still went he you something any girl Before brain weird to with after my “She His come “That hysteria. words, are says, said bathroom.”"
['james'],"“Just before they walked away, she said [MASK] was hoping to reconnect with me but said it so he wouldn’t hear her. Said she’d love to get to know you too.”","too.” her. know wouldn’t he hoping hear love with walked to said away, [MASK] it to said get was to “Just me she’d so she but they Said reconnect you before"
['james'],"“The last time I saw him, things were . . . strained. I’ve learned to be cautious where [MASK] is concerned,” he says with a grumble. “She seems nice enough, though. Too good for him.”","him, to cautious nice where good strained. were grumble. says enough, be seems saw time . concerned,” learned . things with I is him.” “She a . I’ve [MASK] “The though. he for last Too"
['ryan'],"[MASK] turns on his side, his cheek resting on the seat, his eyes on me. “I’m not bailing him out again. Nope. I’m done. He’s her problem now.”","the problem on not bailing side, He’s Nope. [MASK] seat, on resting done. his his his me. him her cheek again. out I’m “I’m eyes now.” turns on"
['ryan'],"I’m one of those lucky people who read something once and it’s forever filed away in one of those deep corners of my brain. Because of that, it’s easy to recall the typed piece of paper that introduced me to [MASK].","away me that the deep people recall my those corners brain. [MASK]. read and introduced in something typed it’s of I’m filed paper to of to that, who of one of those once Because it’s one lucky of easy piece forever"
['ryan'],"[MASK] is a 30-year-old single white male who resides at 378 Birch Dr., Lake Forbing, Louisiana. At 22, he graduated from LSU with a degree in business and a minor in finance then passed the Series 7 exam six months post-graduation and currently works as a financial planner.","financial business works LSU exam the 22, Birch [MASK] Forbing, currently Lake and planner. as single graduated Dr., post-graduation in from with he a minor 378 who finance is months Louisiana. 7 a a Series resides 30-year-old six then white At and in degree passed at a male"
['ryan'],"[MASK] currently resides in the grandparents’ house. That house was a sanctuary for him so tread lightly there. If [MASK] feels secure bringing you into his home, you’re set.","secure grandparents’ you’re into [MASK] a the there. lightly tread resides sanctuary currently feels That his home, house. set. for you If in so [MASK] was him bringing house"
['ryan'],"I ate, slept, and breathed everything [MASK] in the weeks before we met. Watched the highlights from his high school football games, stalked his family’s social media accounts, and watched hours and hours of daily comings and goings both in person and from video surveillance. And Damsel in Distress was absolutely the right approach.","the both his daily and absolutely weeks hours family’s approach. everything Watched in surveillance. highlights from goings slept, high school And in [MASK] was in and the Distress hours media football of person his and games, Damsel before from met. and comings I stalked the social breathed we watched accounts, right and ate, video"
['ryan'],"I was told I might be in this identity for a while. [MASK]’s work in East Texas plays a critical role in this job, and getting the information I need would not be easy.","identity in in while. critical told not Texas I information I need be [MASK]’s I plays and this was easy. the East work for a in a role might would this job, be getting"
['mama'],"I was taught it was reckless not to consider every single possibility when on a job, but my gut is telling me that woman was sent here by the same people who sent me. And as [MASK] used to say, Better the devil you know.","is devil know. [MASK] that And me. not the used people here was telling sent it consider Better sent to the on possibility to as you I by woman my job, taught same was a single but when every me who gut reckless say, was"
['mama'],"The trick is to hold on to that data for a bit. It won’t do me any good if the club is alerted by a bunch of members that their credit card was stolen tonight and then they look closer into who was here. As [MASK] used to say: The pig gets fat but the hog gets slaughtered. No, I’ll use those credit cards here and there in small increments a few weeks from now. Not enough to raise a flag or question the transaction right away. With so many numbers at my disposal, those insignificant amounts add up pretty quick.","then the add was As their on good but who card a that here. alerted I’ll credit a up gets credit any raise pig With is here away. pretty a the It won’t tonight [MASK] No, and cards those in many disposal, my by at that of was Not into there club fat from right small if bunch and weeks a stolen so used question to insignificant few numbers quick. is do members amounts hold they transaction hog gets say: or use to me slaughtered. flag those enough look trick the bit. for to increments The now. closer to data The"
['matt'],"[MASK] flips a pen and catches it, over and over, while he studies me. “I have to say, we’ve been impressed at the places you’ve gotten in and out of.”","been in “I have places pen and the of.” it, gotten catches and me. while we’ve and impressed over, a studies [MASK] flips say, over to he out you’ve at"
['matt'],"He gives me a smirk as if he thinks I’m cute. His phone chimes and he slides it off his desk. [MASK]’s thumbs move across the screen at an amazing speed, his attention firmly on his phone.","His [MASK]’s off screen phone attention phone. his an he on it thinks smirk at I’m He and amazing he as his his a if across move desk. slides speed, gives me firmly thumbs cute. chimes the"
['matt'],"[MASK] rests his elbows on the arm of his chair and kicks his feet up on his desk, the phone forgotten for a moment. “You’d be doing what you’re good at. We’ll drop you in a situation and you’ll get us what we need. Without anyone being the wiser. You won’t believe the difference it will make with us behind you. I’ll give you the details as soon as you tell me you’re in.”","doing drop We’ll in for You kicks we be moment. the the what the being at. good you. desk, the a wiser. phone with you as will believe what on as tell it Without I’ll give us the forgotten get on his situation me you’ll difference of make “You’d behind you’re and elbows details us up anyone you need. [MASK] soon and his chair feet arm in.” his his rests won’t you’re a you"
['matt'],"My mind splits, showing two different paths; this is definitely a crossroads moment. Taking the job [MASK] offers moves me deeper into this world but comes with the support that would make the feel of those cuffs biting into my wrists a distant memory. The other path requires me to go straight. To get out before I’m in any real trouble. Because as Saturday night proved, it will only be a [MASK] of time before something else goes wrong.","get of paths; time world this a [MASK] something go To be different memory. before will feel comes my the definitely moment. to of crossroads moves as wrists night a cuffs The out in into wrong. me but this Taking path me real with deeper I’m other My support into showing would distant goes that before else job a is proved, splits, make [MASK] those Saturday only it straight. any two biting trouble. the requires offers mind the Because"
['james'],There was even a picture of [MASK] and her at the Derby party in the “People and Places” section of the tiny local newspaper; her hat was looking even more dainty and refined in print than it did in real life.,the print picture local and even was looking at the There hat real than in more even did party the in of in Places” her and of and [MASK] Derby “People was it section refined life. dainty her a tiny newspaper;
['ryan'],"It has taken everything in me to maintain the level of carefree, happy girlfriend that came second nature before the Derby party, in order to keep [MASK] from suspecting anything is off.","to happy maintain anything the of [MASK] from in party, has before second keep It me off. came everything nature carefree, the level taken suspecting order that to girlfriend is in Derby"
['wasn'],"“Hey,” I reply, frustration lacing my words. “I’m at the tire shop on Jackson. [MASK]’t paying attention and hit the curb and popped the tire. Luckily, I was close enough to get here before it got too bad.”","the shop words. was on [MASK]’t the get lacing popped paying the “I’m I it to got enough “Hey,” Jackson. and reply, I and tire. curb before bad.” frustration my tire Luckily, here too hit close at attention"
['ryan'],"He chuckles then asks, “Need a ride? I can call Cole to come pick you up and drop you at home or work.” Thursdays are usually the only days [MASK] is out of town, but he took a meeting with some potential clients in the town just south of here so he’s out of pocket for the day.","[MASK] Thursdays usually the work.” the south home in here some for he’s to and up he days are pick asks, town potential out of just is chuckles out I a a come but can then Cole “Need drop pocket call town, you so you only He the or took at of ride? day. clients of with meeting"
['ryan'],"[MASK] has gotten into the habit of dropping by my work, so I needed to capitalize on his impromptu out-of-town meeting. But I also needed to account for my time away for my boss. And since everyone in this town knows one another, my stories have to match.","dropping meeting. stories time my of the to impromptu account in out-of-town this [MASK] also by since have match. away so my habit needed my everyone his knows to gotten on has into boss. one my But I work, to another, town And I needed capitalize for for"
['ryan'],"As I pull onto the interstate and head west, I block out everything else and focus on what’s ahead. I spent weeks surveilling [MASK]’s business in East Texas when I first got here. When I finally got my first set of instructions, I realized how important that business was for this job. The search of his Glenview office offered some information but not what I needed to finish here. But that woman’s arrival in town had got me antsy and feeling like I needed to go back and make sure I didn’t miss anything, so I put the plan in place to head over there when [MASK] told me he would be gone for the day.","focus I I and onto block When finally got ahead. the that I everything in antsy what here. search was me told not arrival his to so some go interstate in sure I but like woman’s and what’s Glenview be when I surveilling job. business and in pull anything, information weeks head here. make important how day. to had for for else But town I my he to first [MASK]’s I realized plan west, needed place Texas spent this didn’t feeling [MASK] and first of over me East As business out I when instructions, would put the needed the office back miss gone set I finish on of The got offered there that I got head"
['ryan'],"In Lake Forbing, [MASK] runs a local branch of a national brokerage firm. It’s located in one of those new office parks where the row of identical buildings looks like cottages. Most of his clients are little old ladies who need help investing their oil and gas royalty checks. He is the local golden boy whom they trust completely. I could probably match his client list to the guest book from his grandfather’s funeral, name by name.","gas a match in and Forbing, parks branch grandfather’s completely. book like to list the In name. of need probably a of they his are runs It’s brokerage the his local where Lake is row new little those oil I located help checks. investing name whom royalty identical from local golden by funeral, cottages. of old their could He Most one buildings office the boy of clients trust [MASK] national firm. ladies client his guest looks who"
['ryan'],"In Glenview, Texas, [MASK] runs a trucking and transportation business that’s located in a warehouse in an industrial area on the outskirts of town. The only signage on the entire property is a rectangular white metal sign with the words Glenview Trucking stenciled in black letters. The phone number sends you straight to a voice-mail system, and there is no website or social media attached to this company. He never talks about Glenview Trucking, and I believe very few people, if any, know it exists.","phone He words straight the entire voice-mail business attached in black a on The on Glenview, Glenview know to only talks is very transportation number that’s or exists. in runs system, Trucking to few Texas, the a area metal believe and you sends social if In white is trucking there stenciled town. warehouse website an a the with industrial never located Glenview people, and this property no outskirts and The sign media it of in Trucking, about [MASK] rectangular company. any, letters. I signage a"
['ryan'],"Just as I cross the border into Texas, which is the halfway point between Lake Forbing and Glenview, I mentally retrieve that typed page of information I was given about [MASK] and the business located here.","given border of Forbing which Texas, the was point mentally I Just and Glenview, business into [MASK] is page information that located the cross I halfway about Lake I retrieve here. the typed and as between"
['ryan'],"*Opinion based on research but have no hard evidence to support—[MASK] seems to make every effort to maintain the business his grandfather started, and his father worked at until his death in 2004, in Glenview. I believe this business is immensely important to him and he will protect it at all costs.","the but to started, no all immensely seems worked and make in him maintain at he to research his death hard important have at business to Glenview. to grandfather will father *Opinion effort is his protect in and until evidence believe it I support—[MASK] 2004, costs. on this his every business based"
['ryan'],"At first glance, the financial services business, and its long client list of old ladies with their oil and gas royalty checks, seemed to be the obvious answer. But the more I learned about that part of [MASK]’s life, the less it seemed likely. There wasn’t anyone on his client list who caught my eye as the reason I’m here.","who wasn’t the the learned obvious list list ladies anyone my be seemed likely. services financial At business, it of glance, oil There as part here. royalty his the and client seemed I the its their first checks, [MASK]’s I’m But old long to and client answer. of gas on more with about the reason life, less eye that caught"
['ryan'],"There’s always the chance the mark is just a means to get close to one of their friends, but it didn’t take long to rule that out as a possibility either. [MASK]’s friends may be the type to cheat on their golf game, their spouse, or their taxes, but that’s the extent of their bad behavior.","one their to it extent that’s close their take out is friends their behavior. a the means as spouse, but but a either. friends, be just that [MASK]’s cheat to bad their always golf of mark possibility the didn’t to the chance on the may their game, or taxes, get to There’s rule type of long"
['ryan'],"But when I looked into the trucking business in Glenview, I knew that’s why I had been sent here. It’s impressive what [MASK] has been able to do in the last six years. He took what was a two-bit operation and turned it into a lucrative enterprise with a reputation of white-glove service that has clients across the country. While there is still the occasional truckload of stolen Xbox and PlayStation consoles that roll through his place, he’s transitioned the business to moving more upscale merchandise and to the procurement of specialty items by request. He has become the concierge of the black market.","a He specialty clients last the trucking a years. of the He I market. white-glove knew upscale looked there impressive enterprise that the more [MASK] occasional by operation and turned with has consoles of procurement While of lucrative two-bit that’s reputation into in truckload Glenview, country. into still six business moving across has been I and has what through of able was it been place, and I But roll when took the is in had why PlayStation to the the the that sent It’s black what service he’s here. items transitioned concierge to do become a stolen Xbox to merchandise the request. his business"
['ryan'],"In the videos, he exits the building from the office door located in the corner of the warehouse and walks to the driver’s side of each and every truck that pulls up to the building. The driver rolls down his window and there seems to be an exchange of pleasantries before [MASK] retrieves a remote from his pocket to open the bay door.","be to building retrieves truck remote videos, of down seems open corner side the and warehouse door. located driver’s his that window the a building. pleasantries the of the and he pulls In before bay to up of and in the the the to each [MASK] from the from The door pocket his every walks driver there office an exits to exchange rolls"
['ryan'],"There’s not as much action today. From the reports, the illegal shipments only come on Thursdays, when [MASK] is here to inspect them himself. From the increase in volume over the last couple of years, he’s going to need to add a second day soon to keep up with demand. The legitimate operation brings in far less traffic. [MASK] has done a good job keeping both sides of this business separate, and that includes the employees. There’s a skeleton crew here today, and none of these workers are ever present on Thursdays. I should be able to slip in without anyone noticing, since their guard will be substantially lower than that of the guys who are here with [MASK].","From in than here over of much them the today, on as reports, noticing, are both able far are skeleton will years, and workers add [MASK] the business up to should sides [MASK] illegal demand. going in keeping includes is traffic. job second [MASK]. day a guard last that on the be good of present increase of From keep employees. with to Thursdays. There’s this volume legitimate crew lower ever these action shipments Thursdays, not without separate, guys today. to when only done with in be here here to less since has he’s of none the anyone substantially The couple that There’s the come the operation and himself. a slip soon need their a brings to inspect who I"
['ryan'],His voice is like a punch in the gut. It’s [MASK]. [MASK] is here. Not meeting clients back in Louisiana but sitting about six feet from me.,[MASK]. is clients gut. voice me. like punch a Not His feet from here. is Louisiana six in meeting sitting [MASK] but It’s about in back the
['ryan'],"There’s a squeaking sound as if maybe [MASK] is leaning back in his chair and the springs need to be oiled. I can almost picture him. He’d have his hands laced behind his head. Maybe his feet are propped up on the desk. He would look calm, almost casual, but the voice lets you know he’s anything but.","desk. I back propped oiled. if his know He the feet on head. his the can would and behind is chair anything He’d There’s maybe calm, voice look springs lets almost picture have as hands but in casual, need laced he’s the Maybe a his him. leaning sound to almost be up you are his but. [MASK] squeaking"
['ryan'],"“You’re not telling me everything,” [MASK] says. “You and those other idiots are too stupid to pull this off on your own. Tell me who else is involved.”","stupid off me me [MASK] on this your pull else too is Tell “You involved.” those own. are “You’re idiots telling and says. other to not who everything,”"
['ryan'],The silence is almost jarring after the last several minutes. I’ve never heard [MASK] talk to anyone so brutally before. It’s hard to reconcile the man I’ve come to know with the man in the next room.,in so I’ve know silence with to heard the almost to I’ve is next [MASK] hard talk before. the never several come the brutally after the room. to It’s last reconcile man The jarring minutes. man anyone
['ryan'],"I check my phone and see I have a message from the tire shop letting me know my car is ready, and another that [MASK] left fifteen minutes ago telling me that he’s almost done with his meeting and should be on the road soon. While I watch him, I text him back to say I’ll pick up dinner on my way home from work. Less than a minute later he’s pulling his phone from his back pocket. He steps away from the guys he’s talking to, turning his back on them, which means he’s now facing me. I didn’t see him earlier, so I’m surprised at how tired he looks. And a little haggard. His thumbs move over the screen and a few seconds later my phone buzzes in my hand.","pick phone his talking on and he’s me. road which back car away meeting ago that back ready, in phone I he’s now watch way His message [MASK] should almost and letting Less see done fifteen back minute the check little from left have a buzzes I steps be to, few a didn’t And surprised work. him the that text haggard. my them, from tired his he’s him, turning from telling my with up another pulling a see me guys the him know dinner on me and shop his my the looks. I’ll later I is pocket. phone facing hand. say a I he he’s so earlier, on tire than thumbs move over While how my from soon. He minutes I I’m screen his seconds means my at to and home later"
['ryan'],"I try to ignore what those two sentences make me feel by reminding myself that [MASK] will come home tonight, dressed in the suit he left home in this morning, and lie about why his day sucked. Then I’ll show him the ticket from the tire shop and bitch that they overcharged me.","from [MASK] reminding that the those tire make suit why shop sentences tonight, me. sucked. the his feel left this the I’ll what dressed two and come they to me try overcharged and morning, home bitch about home that I he day him Then show lie ticket in by in myself will ignore"
['ryan'],I take my cup of tea and drop down on the steps that lead to the backyard. It’s one of those days when the sky is so big and so blue that you can’t resist being outside. [MASK] flips a lawn mower that looks older than him upside down as if he’s going to perform surgery on it.,of big sky going you [MASK] tea mower it. if my being one the days a those to drop down than looks cup perform that lawn upside steps backyard. on and so is outside. so as It’s lead down older surgery the take blue can’t resist when him flips I and to he’s of that the on that
['james'],"He heads inside and I sit back and stare at the sky. It’s been a few days since I spied on him at the warehouse and the mailbox is still empty. There was another sighting of [MASK] and that woman last night. According to social media, they were at a local craft brewery listening to a popular local band. They have hit every hot spot in town.","on and They that have back of the There the to hot still popular is craft inside He heads mailbox band. social at days local woman a him at at According last few brewery [MASK] since and local to night. they was spied were and another in sit town. sighting been I media, empty. and every spot warehouse the a stare hit listening It’s a I sky."
['ryan'],"The hummingbird feeder that hangs from a tree limb next to the deck draws my attention, and I watch the birds flap their little wings as they dart in and out to get a drink. Every morning, [MASK] refills that feeder just like his grandmother probably did.","hummingbird grandmother to his that Every feeder birds from they and morning, tree I draws [MASK] deck limb little dart attention, in that probably drink. watch out the get hangs just as a like a feeder next wings to and refills my their the flap did. The"
['james'],"“Dad usually freshens up the beds for Mom, but he’s out of commission right now, so we thought we’d do it for him since it’s such a pretty day,” [MASK] says, nodding to the plants in his cart.","a thought for commission him he’s plants for right we’d pretty but the to usually up his freshens such the of [MASK] so it’s says, nodding in cart. do it day,” we now, beds “Dad Mom, out since"
['ryan'],"[MASK] clears his throat then turns back to me and says, “I picked one and they’re bringing it to the checkout in here. Thought I’d come help with the plants.”","one then in [MASK] bringing come says, me his Thought checkout help and it back “I here. to they’re the and plants.” throat to clears the picked turns I’d with"
['james'],"[MASK] laughs. “Damn, when did we get so old that a beautiful spring day meant yard work? We should be on the lake, icing down some beer.”","we lake, spring [MASK] did when on beautiful beer.” that some so “Damn, meant a We work? old be down laughs. yard get the day icing should"
['ryan'],"“Yeah, no kidding,” [MASK] says, but I know if given the option, we’d still leave here and spend the day in the yard, saving the lake and beer for after the work is done.","after given in still yard, spend but no done. and beer we’d and option, know the the if work I kidding,” the [MASK] says, the the “Yeah, leave here lake day saving for is"
['greg'],"[MASK] opens the door immediately, as if he has been waiting for me to arrive. He’s wearing a gray suit with a darker gray tie, and his hair looks like it hasn’t changed since he was a young boy. Short and combed to the side, not a strand out of place.","young he to like darker suit been a opens door with for was it to of place. changed looks a gray side, wearing if [MASK] and waiting not combed has tie, immediately, arrive. and he a He’s a gray boy. as the hair me hasn’t the his Short strand since out"
['jenny'],"He nods and gestures for me to come inside. He checks his watch for the second time since he’s opened the door, then yells toward the wraparound stairs that curve up the foyer wall. “[MASK]! She’s here!”","the his then He the door, opened for wall. that foyer checks stairs watch the nods second since gestures the She’s for inside. to and here!” toward up He wraparound yells he’s “[MASK]! me time curve come"
['greg'],"“Right, okay, I’ve got to get to the office,” [MASK] says, then turns to me. “You are in charge of Miles. His schedule is written out and taped to the fridge; my number is on the bottom. He can give you a tour of the house and show you where everything is. I’ll be home by six.”","okay, to by “You number turns says, and my “Right, me. in is. I’ll [MASK] He you six.” to fridge; office,” taped house I’ve home are the His you then schedule charge be Miles. get the out a of written of to the where and give to got bottom. is on the is show tour can everything"
['jenny'],"I open drawers and rummage through every part of the room. It’s big enough that there’s a sitting area tucked in a corner near the door that leads to the bathroom. Inching into that space, I stay perfectly quiet while I listen to [MASK] sing off-key in the tub.","that open quiet tub. big It’s tucked bathroom. drawers the near the that off-key the enough and I [MASK] while that area to space, leads into sitting Inching perfectly door through rummage corner part in there’s stay I to a the every a of I listen sing room. in"
['jenny'],"The framed family portrait of the Kingstons hanging on the wall depicts a perfect little trio that doesn’t reflect what life is really like in this house. I’m sure [MASK] shared this picture on social media to make everyone believe things are as rosy as that image suggests. I tug on the corner of the frame, just like I’ve done to every other piece of wall art in the house, and stop myself from celebrating when it swings open, revealing a small safe set into the wall. I pull on the handle but it’s firmly locked in place.","that suggests. place. just the this things framed trio The I’ve a I’m reflect when I other in rosy social but perfect is wall from the as every corner house. really image in set house, the firmly of swings stop myself are it little like piece small in Kingstons to celebrating and of it’s open, life the frame, locked tug on depicts handle wall. what that pull the revealing a the wall sure everyone [MASK] on of shared I make on done family as art into picture hanging portrait like doesn’t this on believe safe to the media"
['matt'],"Staring at the ten-number keypad, I start to sweat. There are a lot of things I can do, but cracking safes is not one of them. I pull out the phone that [MASK] gave me for emergencies only.","can ten-number emergencies do, Staring out only. to I [MASK] the safes the There sweat. I things for them. cracking is pull start one a of me I keypad, lot gave phone that not but of are at"
['matt'],"“Shit,” [MASK] spits out from the other line. “I bet this is a ‘three times wrong, you’re locked out for good’ system. It probably resets after a certain amount of time. Maybe twenty-four hours. Stay put and try again tomorrow.”","Stay “Shit,” line. other a out is amount from hours. times again a try locked and system. after put twenty-four the good’ Maybe this spits certain of [MASK] ‘three for resets bet It out tomorrow.” probably you’re time. wrong, “I"
['jenny'],"I deflate. I need out of this house. Splashing from the bathroom makes me freeze, then I hear [MASK] singing that same stupid song she’s been singing for two days. The water turns back on, probably because she’s been in there so long it’s gotten chilly.","I long hear on, Splashing bathroom chilly. then I that two [MASK] the water there me same The been turns gotten she’s stupid days. makes deflate. for need in been of it’s back probably out from because singing I so this house. freeze, song she’s singing"
['greg'],"I pull the door open and the only thing inside is the red flash drive with the blue cap, just like the corrupted fake in my pocket I will leave behind in its place. It will also make whatever computer he inserts the replacement into useless. While [MASK] will freak out and wonder what went wrong, he should be oblivious a swap was made.","thing a freak red leave is also computer wrong, will I in corrupted behind was he and pull drive the will inserts whatever It flash he its useless. inside with only swap fake just [MASK] blue I will in my oblivious the into like be should door the and make the wonder place. replacement open the made. out While pocket what the cap, went"
['jenny'],"She sways and lets out a shrill laugh. “Of course it is. It’s exactly what I think it is.” [MASK] lurches at me, her hands out as if she’s either going to grab me or strike me, but her foot gets tangled up in the sash hanging from her robe and she’s going down before I can catch her. Her head hits the floor with a loud crack and a thin river of blood runs from under her blond hair. She’s out cold.","blond hair. to [MASK] grab she’s It’s river and what her cold. floor with and out if and strike runs at the going hanging I She head is. robe from “Of in me, thin me, a but exactly as down tangled catch can she’s I shrill her Her the out hits course gets up lurches out from blood crack of it foot her under is.” or She’s her me laugh. her. either think sash loud a sways a lets going it hands before"
['matt'],“Get out of there now! You can’t be caught there like this. Kingston doesn’t have shit to go on if you’re gone.” [MASK] screams so loud it echoes in the room. “Get your ass out of that house.”,“Get be it of gone.” “Get the out to on out room. house.” Kingston go ass echoes now! loud have shit can’t there your doesn’t like of this. screams You in if you’re that so [MASK] there caught
['greg'],"[MASK] can call 911. He can come home and deal with this. I have to trust the fake name, the steps I’ve taken to hide my identity. I race down the stairs and peek in on Miles one last time. His little face is lost in sleep, and the origami swan I taught him to make, just like Mama taught me, is clutched in his tiny hand. He’ll be fine. His dad will be here soon. He’s not my problem.","peek to can in trust taught be taken the come the fine. 911. the him origami one my to me, His race [MASK] in call and and deal the I time. and swan I have down last just Miles clutched identity. make, home steps with here my in can soon. is I’ve his taught to hide dad face tiny He’ll will problem. not is be sleep, He I fake He’s stairs little hand. like His name, Mama this. on lost"
['matt'],"I dart out of the back door, and creep along the side of the house until I’m on the street and jumping into the car [MASK] gave me to use for this job. As I’m exiting the gated neighborhood, an ambulance squeals past me followed by a cop car.","the job. I’m side As followed me the I’m neighborhood, on [MASK] the of out until street and ambulance the back car. jumping car gated door, I an to this dart the house cop a creep the of past along squeals gave into and by use me exiting for"
['greg'],"“I got here as soon as I could,” I say as I hand him the drive and then place the phone I used for my calls with [MASK] on the desk. I don’t mention my call to him—the call I deleted from the log just before I powered it off, in case he checks.","from call I on before I here with off, could,” soon he I got the just phone powered log hand as the [MASK] mention as don’t the in I to my it I checks. for “I desk. the as I say used then I my case drive and place deleted him—the call him calls"
['matt'],"[MASK] has the drive in his palm, and he’s tapping away on his phone. He reads whatever’s there then flinches when his phone rings.","rings. has the his reads phone. and when whatever’s phone tapping away He he’s there his his in [MASK] flinches palm, then drive on"
['matt'],"“I watched you for a long while. You got as far as you did on your own because you are resourceful and can think on your feet. You also have that natural intuition that can’t be learned. Those are gifts. Gifts you almost squandered today. I understand you felt the need to call [MASK] for help when you found the safe, but calling in is a last resort. Asking for help becomes a crutch. I need people who can problem solve without outside assistance, because aid isn’t always available. That woman slipped up on you because you were more worried about rushing the job and leaning on [MASK] for help. You should have taken a step back. Done research on the safe. Determined how to get in without the code. Not break your identity by making a fucking phone call while his goddamn wife was soaking in the tub in the next room.”","can’t because assistance, by a Done next Gifts how squandered need need and woman safe, understand think because in always I Determined worried own get were natural you safe. tub fucking the “I far becomes without long did slipped the Not when the that in room.” a that research making are identity step you can [MASK] you help the watched your your you you but available. Those up and rushing on calling code. isn’t aid on a the have felt You gifts. on also break call resort. about outside taken last back. call phone got can You is crutch. to you your while. be on should was intuition more almost a problem for solve while Asking people That today. because soaking have resourceful help. I who found the a help for learned. as the in are [MASK] for in job You feet. wife leaning you for as you without on his goddamn to"
['bernard'],"I pull the edge of the foil back to peek. “Oh yum, these smell divine.” I’m already visualizing the Facebook post Mrs. [MASK] has probably already uploaded.","peek. edge these I “Oh back uploaded. yum, Mrs. divine.” the has probably visualizing already post foil the pull to [MASK] the already I’m Facebook smell of"
['james'],The woman lets out a laugh while nudging [MASK] with her elbow. “Stop. He’s a far better patient than his son would be.” She turns to me. “There’s a never-ending poker game now that he’s stuck at home. He’s running out of friends who are willing to lose money to him.” Her hand falls gently on Ryan’s arm. “I know he’d love for you to stop by for a visit. Maybe lose a hand or two to keep his spirits up?”,gently visit. turns a his while for far Maybe lets he’s than poker at up?” to his Her nudging of game lose by “I son woman money for stuck hand to he’d Ryan’s a would She willing out a on falls arm. are him.” or stop patient to now love a her out you that The home. lose a spirits never-ending keep better hand friends He’s two to who to with me. “There’s know “Stop. elbow. He’s laugh be.” [MASK] running
['lucca'],"“Yes, we didn’t get much of a chance to talk at the Derby Party . . . [MASK].” It’s hard to say her name out loud. My name. It felt as bitter on my tongue as I thought it would.","we as Party I the tongue Derby hard bitter as would. a My didn’t . name It’s to name. It loud. [MASK].” chance felt . out to of “Yes, get my it much on talk say at . her thought"
['james'],She shrugs and sends [MASK] a warm smile. “Not much to tell. [MASK] and I met a few months ago. We both were working in Baton Rouge. I’m an insurance adjuster and was there following up on a group of claims from the tornado that tore through last fall.”,Baton “Not ago. through was group there I’m to from tell. the a months on few and tornado shrugs working a of smile. fall.” sends met much that in I were a and and We tore claims following insurance an both adjuster [MASK] warm [MASK] She up Rouge. last
['james'],"She cringes. “Pretty much. It gets hard sometimes. But there are breaks in between, like right now. There’s nowhere I need to be so I can handle the paperwork from anywhere.” Another loving glance at [MASK] and another squeeze of his hand, but he’s too busy downing the rest of his beer with his free hand to notice.","be anywhere.” and are downing of from hand the rest right handle can there another hard he’s nowhere now. There’s I to between, need but too free sometimes. I “Pretty so hand, cringes. to But at squeeze loving paperwork his in Another notice. breaks glance beer the with of [MASK] much. busy gets She his his It like"
['james'],"[MASK], on the other hand, needs some coaching, although I’m pretty sure he’s just a pawn. She’s polished while he looks to be hanging on by a thread. I can’t imagine any circumstance where this is actually a genuine relationship.","looks the other needs to hand, a a where be while pretty I’m imagine just I is genuine he circumstance sure by any relationship. polished on hanging [MASK], thread. on he’s a pawn. although this She’s coaching, some can’t actually"
['ryan'],"“Oh, I’ve been bouncing around for a while. My parents died in a car wreck a few years ago and I needed a change of scenery.” I bite down on my bottom lip and cast a glance at [MASK]—my vulnerability making a quick appearance before I shove it back down. He scoots closer to me, resting his hand on my thigh. “Ended up here and fell in love with this place. I’m a sucker for a cute small town,” I say with a nervous laugh. “And for a cute guy who’s handy with minor car repairs.”","cast who’s and “Ended a sucker hand it of few bite He a for handy I’m town,” down. a glance a my “And scoots say I my small appearance a thigh. resting on a here vulnerability repairs.” shove bottom up years quick fell before around needed in his scenery.” ago love “Oh, parents car a change a place. and closer cute making and on My [MASK]—my lip died bouncing minor at I’ve while. nervous cute guy car wreck been me, a for I a I with this with laugh. for down to I back in with"
['james'],"She squeezes his hand hard enough that [MASK] squeaks out an “Ow!” And then under his voice he says to her quietly, “Thought you wanted to know if she’s staying.”","that her hand out “Thought his under know wanted voice “Ow!” he to says enough quietly, squeezes to And if you [MASK] she’s hard an his staying.” squeaks She then"
['ryan'],"“It’s a fair question,” I say, ignoring his last comment. “I wouldn’t have accepted [MASK]’s invitation to move in if I had plans to move on.” [MASK]’s thumb brushes softly across my leg, so I know he’s pleased with my answer.","plans across on.” thumb know brushes he’s softly to pleased answer. had say, fair comment. wouldn’t I his move leg, my [MASK]’s “It’s have with move last my if so a I question,” “I ignoring invitation I in to accepted [MASK]’s"
